time_s,request_rate_rps,avg_service_time_ms,pool_size,p99_ms,cpu_usage_pct,heap_used_pct,queue_length,,,
50,497,218.468529,56,275.0305989,57.14751256,34.55085311,25.85333106,,,
51,487,218.2797168,56,292.9018245,53.56992514,34.40524004,33.31111854,,,
52,476,203.9866645,56,261.4599544,56.71272559,34.51853976,28.11948807,,,
53,518,205.4944562,56,270.0322106,58.89119947,33.32014679,28.9765339,,,
54,496,166.2019882,56,227.7726645,53.96080847,34.26505066,24.01019898,,,
55,505,229.3637706,56,281.6471182,58.85696878,33.48452846,32.84397745,,,
56,463,164.133215,56,231.669873,53.96187483,34.7636826,27.19052511,,,
57,489,219.9724211,56,279.8187091,55.40124795,34.20900683,29.63511026,,,
58,467,176.7075142,56,264.0204297,52.54355348,33.85660772,33.06805565,,,
59,476,172.8850014,56,247.3155156,54.90220739,33.58422314,31.86856649,,,
60,505,192.2845405,56,261.0780555,56.26274586,33.59887488,26.97181133,,,
61,506,199.2645274,56,271.3544843,54.84934755,34.54312246,25.14780088,,,
62,557,193.8850921,56,271.8581072,61.55732008,34.61827357,32.51500648,,,
63,520,226.1746855,56,309.1905714,57.2233621,33.32143932,33.90456455,,,
64,499,198.5380505,56,256.8259906,55.79892983,34.5685071,22.69034582,,,
65,544,151.9217401,56,239.3173065,60.03223307,34.15514323,30.76357243,,,
66,498,188.1210081,56,258.2829978,56.50497341,35.52739098,16.40015485,,,
67,489,159.286282,56,252.3244484,54.24646658,34.18068471,27.12105307,,,
68,496,234.6304466,56,302.551107,56.14189888,33.35755708,29.07638307,,,
69,472,236.2215238,56,265.9040299,53.81510833,34.53808145,32.40317029,,,
70,468,204.4639299,56,239.3184155,54.54066881,34.53611229,35.78289018,,,
71,485,198.6889189,56,258.4070201,54.08622021,35.13271096,29.05448174,,,
72,515,177.8373478,56,230.6753931,58.00390796,34.37926459,31.11270431,,,
73,467,210.9266159,56,266.8582603,54.08379622,33.48892139,40.73503553,,,
74,481,235.8787175,56,291.1081325,53.33993263,34.85330405,36.101461,,,
75,503,185.2288363,56,242.0401458,54.9544764,34.33723533,35.9083996,,,
76,524,170.3850733,56,252.5054926,57.67732012,33.88038931,30.20071606,,,
77,488,153.0102799,56,220.8935296,57.21741238,35.09413397,23.56075568,,,
78,486,218.8833585,56,249.1032963,54.48795496,35.11064096,32.50639086,,,
79,475,176.6889942,56,259.2971015,55.33503909,34.24995064,29.83568203,,,
80,496,168.6590743,56,245.8598372,57.60483169,35.18846784,33.6999155,,,
81,532,183.9490983,56,273.8754366,57.10282442,34.33654375,33.10545279,,,
82,532,185.9623142,56,271.426802,57.65077958,34.13694297,26.96000539,,,
83,501,207.5892786,56,267.2012618,56.40335388,34.11978747,30.69267601,,,
84,519,246.2348597,56,265.8606536,57.38646152,33.69248571,28.82635207,,,
85,492,192.3197048,56,249.1974032,56.42629963,33.73526362,37.05637385,,,
86,517,233.614073,56,292.0946811,56.39644499,34.43873189,37.53908298,,,
87,544,171.7182503,56,262.7547408,60.00623409,34.13854314,33.40628161,,,
88,470,228.2168228,56,280.5541556,55.71607913,34.58674062,31.86883873,,,
89,474,182.4259514,56,241.5565839,54.24757383,33.92969163,32.42245466,,,
90,506,212.7090516,56,262.5399911,59.84319591,34.87870937,33.65244956,,,
91,478,211.9540489,52,240.6499999,55.17415974,33.42982048,36.38583234,,,
92,500,173.6001723,52,252.7374663,55.5653865,34.59597877,30.21455845,,,
93,471,234.4555838,52,256.7521444,53.49405045,34.12214132,37.65621312,,,
94,470,245.3727718,52,234.4029054,54.2074546,34.27287113,26.56270595,,,
95,513,226.4153532,52,274.5107382,57.97069342,34.64732029,28.70425145,,,
96,479,186.3215077,52,233.9565601,55.40548765,33.99496083,27.93310372,,,
97,514,200.1413477,52,240.7032593,55.2518835,34.34383666,27.42114227,,,
98,471,200.3852005,52,239.1782021,51.91071688,34.38319247,26.40195835,,,
99,541,180.0671017,52,247.2441109,57.91308321,33.3676857,36.21354826,,,
100,487,216.8801219,52,277.5581107,56.10127526,33.33386291,25.96927056,,,
101,486,218.4166035,52,281.3696735,52.71044347,33.85469163,36.62985387,,,
102,509,184.8576453,52,227.7035815,55.98403838,34.20609829,25.25241239,,,
103,472,233.1282061,52,276.9165115,52.22229249,35.09181222,29.89816794,,,
104,543,234.5592018,52,255.7530198,56.59644982,34.2218716,35.14386596,,,
105,498,201.5454401,52,258.2002671,54.81496294,34.01728914,32.4363,,,
106,524,192.4900635,52,235.4469728,57.1216766,33.07989817,32.44768435,,,
107,481,215.5014061,52,276.7098927,55.54269842,33.76440912,32.68626793,,,
108,507,216.6055135,52,267.9422502,57.06740345,33.80352846,32.28356477,,,
109,507,240.7462662,52,270.7108466,57.07814303,33.62119546,30.45732466,,,
110,492,194.5345405,52,249.0005932,54.84587927,33.86053445,34.49763398,,,
111,510,246.1271275,52,282.1022625,58.05464787,33.87837081,30.55974445,,,
112,497,182.9482279,52,236.4028043,56.44571074,33.85096269,22.91063845,,,
113,482,162.1095378,52,212.7718503,54.68951164,34.79279188,31.28153673,,,
114,523,219.0630391,52,263.9136649,58.91039912,34.25833019,30.44168631,,,
115,457,198.8897779,52,244.6768417,52.94018749,33.04134788,27.85960359,,,
116,473,198.1842767,52,245.2061484,52.0958354,34.33261669,25.71310423,,,
117,487,174.3901033,52,229.9441382,54.62062444,33.74400073,25.8984467,,,
118,539,181.623061,52,245.7394718,56.98776877,33.41550578,27.4337603,,,
119,485,203.098972,52,238.7446867,53.60935282,34.05331351,40.85709895,,,
120,469,210.1416333,52,236.0102347,52.49299125,34.67639768,34.68973612,,,
121,452,158.8666328,52,239.5765925,51.63529576,33.92486067,29.9942084,,,
122,451,145.0262785,52,242.0567327,51.65337854,33.95604015,37.7411066,,,
123,512,239.7174984,52,312.5849173,58.34437685,33.16094316,32.25057552,,,
124,488,209.4359053,52,239.1631926,55.83994529,34.17873052,29.13319132,,,
125,530,225.9831525,52,275.1140001,57.75594969,34.51257891,33.37949749,,,
126,445,218.195893,52,236.8233242,52.3194346,35.17934043,33.30473653,,,
127,482,213.3308681,52,242.8617555,56.63723901,34.79144815,38.51567728,,,
128,504,226.9702414,52,293.8595923,58.14753467,34.42239469,29.25445964,,,
129,449,206.0331896,52,250.2329317,52.06208322,34.78049605,31.5295023,,,
130,501,207.2269051,52,259.9984514,56.7253276,34.61299922,30.40790493,,,
131,525,175.3344296,52,228.8826993,59.72257454,33.25501615,28.74705033,,,
132,540,188.9073592,52,258.8302288,59.11429072,33.57212597,36.73911401,,,
133,519,176.3224044,52,236.9313915,58.67539553,33.63741766,31.38217209,,,
134,519,236.816929,52,286.6029704,56.9204146,33.5560979,27.3017252,,,
135,502,244.3753606,52,287.7328776,54.34065457,34.20918832,29.81748401,,,
136,527,193.158841,60,275.1047484,58.59584654,34.21915043,24.26646814,,,
137,493,193.2211417,60,266.4108413,56.66332068,33.94319591,24.04693225,,,
138,484,156.9804829,60,263.9365345,53.40739119,33.9182734,20.07530792,,,
139,499,175.1327202,60,266.4126821,56.50803785,34.78963253,28.05096764,,,
140,481,218.8870901,60,302.2375851,52.38793662,34.39783293,37.64599279,,,
141,491,207.020972,60,301.3810278,58.45135412,34.57276049,25.36446173,,,
142,492,204.4153955,60,294.5417113,57.26177614,34.21687162,23.95242654,,,
143,537,169.844486,60,249.6435687,60.15491981,33.5594849,33.95367224,,,
144,489,179.1656214,60,259.8474788,58.82054609,34.72341075,18.78841917,,,
145,526,195.1169816,60,271.8728655,59.56361645,33.95463247,33.06300944,,,
146,522,178.6329839,60,269.8723328,60.0392809,35.10015539,26.02828888,,,
147,509,249.7933146,60,311.2270726,57.18861936,34.68527876,30.27839116,,,
148,516,150.4590804,60,271.0914886,56.88908431,34.84784583,34.41413125,,,
149,513,201.629402,60,272.9355821,60.64284234,33.8496683,33.26169026,,,
150,471,230.252002,60,319.0196301,52.8838923,35.38411359,33.65210623,,,
151,465,202.6844644,60,310.8613255,52.85815389,34.97746572,28.04051511,,,
152,463,166.9983556,60,263.8009056,52.10259305,34.5002066,22.21670358,,,
153,521,192.2364411,60,255.0921837,58.638644,34.90817627,33.24652421,,,
154,520,169.4480706,60,235.2990613,56.48708446,34.39925732,32.65150592,,,
155,548,200.8721441,60,231.6971895,61.67668098,34.1418447,33.97055275,,,
156,506,153.6801608,60,226.9596519,56.77110274,34.65142645,38.97433531,,,
157,507,249.6539935,60,346.8839119,58.62739215,34.92953011,34.30377953,,,
158,504,228.1450034,60,283.8664364,57.08940144,34.64937142,28.20774952,,,
159,498,241.4042077,60,285.9368671,57.45124372,34.36300606,35.55046561,,,
160,518,169.1883192,60,240.3939916,57.44054787,33.86246431,32.48370178,,,
161,499,219.8033194,60,308.6967008,57.87694593,35.00055145,21.98408833,,,
162,542,181.3879681,60,257.0934668,61.76830683,34.40090929,40.05293295,,,
163,469,197.3983655,60,308.6183613,52.7978984,35.19064164,27.09177692,,,
164,510,186.2850602,60,254.5185166,57.19054178,35.07033975,33.54839086,,,
165,519,217.0832492,60,291.8345277,61.90515419,34.54784957,35.6428301,,,
166,489,197.5471518,60,301.2375835,56.39996704,35.44228069,25.59248072,,,
167,518,272.3722234,60,300.8277213,58.88560912,34.66816536,25.00591556,,,
168,491,226.3567284,60,282.2254752,55.80816039,34.26889994,31.09907631,,,
169,474,212.1335598,60,306.4285416,55.71273737,34.73356573,33.8755983,,,
170,544,216.4560668,60,270.9987942,62.31140621,34.6608371,26.35174773,,,
171,492,193.1968064,60,274.258603,56.62190232,34.42133939,31.2716361,,,
172,503,222.7011679,60,323.3075164,54.82185563,34.54720971,33.39992237,,,
173,520,209.545184,60,287.9613602,58.77701591,48.6574,29.23090732,,,
174,492,221.4141474,60,301.2910475,55.90825001,48.6574,36.73369316,,,
175,469,168.6047682,60,310.2536025,54.57556298,48.6574,28.8150306,,,
176,509,209.8326377,60,266.1919856,57.08037557,48.6574,25.86712324,,,
177,506,213.3223681,60,282.0227758,58.5589597,48.6574,37.3409712,,,
178,524,177.9514968,60,264.7873938,61.22597093,48.6574,36.19042332,,,
179,497,236.0910622,60,306.521162,57.08389277,48.6574,29.26551414,,,
180,487,203.8746849,60,289.6281478,56.4547218,48.6574,36.59471005,,,
181,520,215.1326515,68,543.4265645,47.45158565,48.6574,16.43474076,,,
182,485,188.0617969,68,426.2672978,41.63895899,48.6574,16.24549073,,,
183,511,168.5318485,68,440.8023009,47.52396413,48.6574,18.24600865,,,
184,464,176.8960374,68,459.0050307,38.58580973,48.6574,12.61766085,,,
185,473,151.4990148,68,441.0796652,40.46649135,48.6574,12.69912864,,,
186,510,212.1169392,68,457.3567105,45.61897874,48.6574,21.15408158,,,
187,507,202.4854232,68,432.8592875,44.76797282,48.6574,13.67527504,,,
188,482,224.3066659,68,445.2773857,40.88960652,48.6574,7.976288464,,,
189,541,211.7833367,68,452.5118158,57.79770332,48.6574,30.2456674,,,
190,513,224.5714281,68,442.9200797,45.45873317,48.6574,17.77868928,,,
191,442,220.7343446,68,421.4994052,39.67951783,48.6574,12.31214401,,,
192,470,198.7786898,68,510.119316,39.16145162,48.6574,12.39738591,,,
193,517,182.2458482,68,470.3222685,45.9954077,48.6574,26.35633041,,,
194,527,217.8864009,68,464.5244147,49.65426744,48.6574,20.81131768,,,
195,516,204.555961,68,477.4334023,48.71784933,48.6574,23.05994447,,,
196,484,219.9561021,68,465.4810071,40.93800804,48.6574,22.47728671,,,
197,452,187.2933941,68,438.4013797,39.36573208,48.6574,12.5579572,,,
198,514,200.2231323,68,435.5557257,45.81977646,48.6574,16.8401503,,,
199,464,216.2354366,68,466.4470252,38.51478341,48.6574,12.53530904,,,
200,520,171.3017145,68,456.6096053,48.99076972,48.6574,23.56586786,,,
201,505,183.8061231,68,419.6384123,45.28687145,48.6574,18.40190496,,,
202,548,213.2141428,68,461.7970675,58.4943516,48.6574,35.99336876,,,
203,505,228.9224113,68,465.8988704,42.48401922,48.6574,26.03407234,,,
204,510,186.7778571,68,462.9629236,45.73253855,48.6574,16.94945515,,,
205,473,207.0510354,68,473.1604571,38.78144653,48.6574,13.7389329,,,
206,494,226.0789213,68,452.5957626,43.41828407,48.6574,18.5674516,,,
207,469,193.3347319,68,440.6980282,41.60247809,48.6574,9.572298292,,,
208,485,217.1974519,68,460.5299015,40.82928626,48.6574,18.4290359,,,
209,495,168.090551,68,428.4168023,42.33750765,48.6574,15.3134869,,,
210,509,229.2766116,68,467.6199712,44.13893343,48.6574,19.64655909,,,
211,494,210.1587374,68,428.5754415,43.92095471,48.6574,18.23590535,,,
212,506,211.6157504,68,460.3467135,42.28960692,48.6574,15.34810398,,,
213,498,196.7255862,68,531.7845649,42.74530501,48.6574,19.44945324,,,
214,505,209.0496095,68,460.6947922,41.56225066,48.6574,7.816586624,,,
215,513,200.7876454,68,452.7338317,42.16362957,48.6574,18.53514264,,,
216,510,145.3373613,68,463.764341,45.2090136,48.6574,12.02456019,,,
217,520,230.8139644,68,518.9882882,46.74020498,48.6574,30.07856004,,,
218,496,177.136238,68,459.5186272,41.89024581,48.6574,12.73496365,,,
219,491,258.0559324,68,496.5902737,42.2146101,48.6574,4.564314557,,,
220,516,219.4720475,68,473.1750381,47.89896113,48.6574,19.58765269,,,
221,539,169.8966243,68,434.8227438,56.98330293,48.6574,36.6276287,,,
222,501,182.3633953,68,469.4657087,41.86545699,48.6574,15.09644144,,,
223,488,188.3342091,68,453.0366277,41.89421079,48.6574,21.3852473,,,
224,500,164.668552,68,462.4487023,42.94001351,48.6574,7.469240567,,,
225,459,209.9833237,68,437.5409518,38.08704097,48.6574,12.40304064,,,
226,452,193.3653363,72,466.2659873,39.63594598,48.6574,4.163040948,,,
227,489,195.1203575,72,483.760621,42.78571428,48.6574,8.34216863,,,
228,488,291.6065211,72,558.6465288,43.89730614,48.6574,16.16251061,,,
229,527,190.3385496,72,565.710702,53.33300087,48.6574,22.38437732,,,
230,474,171.0457121,72,530.2679805,38.52005018,37.09971387,8.895114413,,,
231,469,259.8285763,72,539.6500776,38.38852405,50.322,0,,,
232,519,222.2008916,72,505.659439,51.01501437,50.322,13.19348333,,,
233,512,207.8885803,72,464.6914421,48.86269339,50.322,13.66164389,,,
234,493,213.724249,72,487.9386743,41.35906451,50.322,9.184910584,,,
235,502,172.6599309,72,486.6248087,47.20332268,50.322,12.29646584,,,
236,475,204.5588236,72,517.002684,41.18530539,50.322,4.000897457,,,
237,472,173.2716976,72,492.1780427,41.18183365,50.322,4.368044911,,,
238,493,161.4280457,72,442.5898434,43.40466764,50.322,2.135153382,,,
239,517,206.7593099,72,508.9768895,48.3541367,50.322,16.17472465,,,
240,498,192.9217017,72,531.4151079,46.81976847,50.322,14.03376161,,,
241,477,195.8515502,72,483.30261,41.77220896,50.322,4.446499893,,,
242,446,208.9682366,72,518.3402546,41.10717297,50.322,3.183103033,,,
243,486,169.8286567,72,476.9542563,44.83461851,50.322,5.38793035,,,
244,505,180.1190407,72,492.4762608,43.36203921,50.322,15.49822294,,,
245,462,205.4951795,72,439.5898215,40.14769146,50.322,4.781295364,,,
246,526,173.7334495,72,518.5098988,52.36951026,50.322,25.14060181,,,
247,510,182.5188587,72,450.9627061,48.06805784,50.322,17.44241598,,,
248,518,222.2288859,72,525.1407485,49.42521993,50.322,21.0790126,,,
249,491,201.2794578,72,520.0079894,42.65707759,50.322,14.60929375,,,
250,489,219.6020064,72,494.9581322,45.62364012,50.322,15.01394835,,,
251,499,203.3695302,72,502.0878228,43.07672429,50.322,18.06142217,,,
252,527,197.9809692,72,509.6826386,51.73977106,50.322,24.48073275,,,
253,536,180.8196315,72,491.7193638,52.14872845,50.322,29.34960185,,,
254,526,221.6183531,72,527.1697598,51.25446395,50.322,19.36686977,,,
255,500,167.8115721,72,473.3073917,47.47029036,50.322,17.45504168,,,
256,467,190.494834,72,503.5464817,39.96798343,50.322,4.084276606,,,
257,538,200.7375474,72,525.4653704,53.99700524,50.322,23.67534145,,,
258,476,196.7033355,72,473.515306,39.38821055,50.322,3.316665344,,,
259,478,207.9891261,72,474.2895742,42.36032491,50.322,3.559492684,,,
260,541,190.6396081,72,506.9081355,55.47749161,50.322,26.95313362,,,
261,487,197.6841838,72,536.35625,42.80987869,50.322,2.677993374,,,
262,513,217.0854018,72,501.6434418,50.01219547,50.322,19.34766863,,,
263,499,245.6596706,72,520.6167269,43.51939647,50.322,14.73368108,,,
264,535,180.381036,72,489.8655457,53.97270621,50.322,20.56939097,,,
265,529,200.6996819,72,521.3608759,52.67486787,50.322,32.89717161,,,
266,516,196.6202513,72,455.2874984,48.15692298,50.322,16.13224019,,,
267,503,198.5883417,72,540.5386024,45.81684481,50.322,6.80412496,,,
268,486,205.6433866,72,479.3248207,40.38664371,50.322,6.582961089,,,
269,517,185.7214368,72,491.0242592,47.9020879,50.322,19.61107755,,,
270,470,223.2918738,72,472.3672667,41.42537051,50.322,0.581447523,,,
271,519,190.8139227,68,477.5219885,49.35311545,50.322,20.41371664,,,
272,521,240.7928258,68,470.7850418,48.10269506,50.322,23.10264088,,,
273,503,208.8335879,68,446.2217965,43.00219776,50.322,18.55339697,,,
274,540,185.6269068,68,464.480532,55.70625551,50.322,37.83659492,,,
275,449,215.4016989,68,455.8571219,40.32978354,50.322,11.09558843,,,
276,511,213.4274465,68,445.9948534,45.64307544,50.322,16.49425472,,,
277,519,191.8597581,68,476.9158394,48.02603542,50.322,23.43761238,,,
278,516,195.4395466,68,476.037982,46.23578618,50.322,18.84217717,,,
279,449,198.4631906,68,476.1294155,41.19334437,50.322,15.22659698,,,
280,508,167.6726273,68,473.1877007,44.51533114,50.322,17.94021752,,,
281,512,199.2725619,68,444.7920743,45.07825237,50.322,17.20462614,,,
282,494,210.5380243,68,432.5204659,43.3868756,50.322,13.26886566,,,
283,511,195.0131444,68,403.9873841,44.72399107,50.322,24.63754655,,,
284,527,200.3060217,68,493.8608575,51.41346096,50.322,21.36455227,,,
285,527,194.0443745,68,475.4783163,47.85766965,50.322,21.67692863,,,
286,506,159.3891017,68,433.4318114,45.25216587,50.322,17.29357356,,,
287,485,172.5830711,68,449.9219781,42.08371634,50.322,10.50649338,,,
288,477,158.6013362,68,475.2512319,39.30413563,50.322,15.86020279,,,
289,490,249.7085078,68,453.7651895,40.78634155,50.322,18.09996391,,,
290,486,200.0085491,68,472.2591395,39.4764337,50.322,16.40540091,,,
291,472,187.1011116,68,466.4934518,40.0222643,50.322,16.25262985,,,
292,506,215.74247,68,452.0455448,44.07641156,50.322,16.5346863,,,
293,537,217.8447934,68,479.5320168,55.37995092,50.322,22.47796846,,,
294,471,177.2549545,68,514.1175893,38.26579607,50.322,15.28257401,,,
295,457,201.031485,68,431.308278,38.43331063,50.322,12.22819195,,,
296,509,193.9993833,68,490.0891259,45.60181379,50.322,19.55534866,,,
297,495,202.7989739,68,426.2418984,40.60899278,50.322,18.70352902,,,
298,517,223.3765195,68,475.4802526,45.41369461,50.322,21.01852906,,,
299,485,179.6449792,68,467.8728744,41.44279225,50.322,9.348211136,,,
300,482,198.8915192,68,448.6877617,40.48381974,50.322,4.528186872,,,
301,536,230.5115163,68,476.6570725,52.71273581,50.322,31.73317761,,,
302,516,186.4934734,68,461.5407029,45.22045475,50.322,25.75269178,,,
303,510,181.5531314,68,506.8054155,45.9349961,50.322,20.57844778,,,
304,482,203.7258478,68,473.2985385,39.45719107,50.322,12.20084811,,,
305,474,231.8430707,68,418.218332,38.40993591,50.322,7.4298442,,,
306,485,201.4119781,68,436.5782756,38.84333181,50.322,6.997349489,,,
307,521,236.6274959,68,500.6018765,48.54424936,50.322,29.90032025,,,
308,496,184.3262615,68,461.6253924,42.54657417,50.322,19.33051665,,,
309,520,197.9402111,68,480.7195847,47.01862512,50.322,24.93122725,,,
310,504,162.411554,68,464.8013254,43.92210409,50.322,18.65903642,,,
311,510,210.3596502,68,447.4975106,43.82278802,50.322,20.6242667,,,
312,501,185.5883299,68,488.6751831,42.2366488,50.322,15.17834333,,,
313,467,137.2203218,68,443.7059398,39.41968042,50.322,23.29841215,,,
314,483,225.4763659,68,486.7274481,39.57656944,50.322,12.63007166,,,
315,497,173.9123131,68,448.4731325,41.89446796,50.322,13.10621943,,,
316,488,189.6486137,68,458.8611266,39.77953225,50.322,13.35155505,,,
317,468,219.4904601,68,520.1951764,41.69081697,50.322,15.98452194,,,
318,455,223.2389445,68,480.5950501,39.19197506,50.322,6.823498865,,,
319,479,224.0140481,68,449.8039372,40.5363754,50.322,6.056272847,,,
320,493,205.3019767,68,441.5851199,42.58417717,50.322,11.916043,,,
321,528,190.2425085,68,444.6408644,51.85194398,50.322,24.25397239,,,
322,500,164.8742761,68,412.0255042,42.91649447,50.322,17.97880367,,,
323,489,220.4800264,68,406.6085779,41.64669752,50.322,10.16928846,,,
324,520,154.5894,68,476.063481,46.72140455,50.322,21.85209936,,,
325,484,206.7890446,68,443.3213492,39.47018796,50.322,6.835506847,,,
326,482,221.9226975,68,451.8461274,39.53997328,50.322,14.9730261,,,
327,512,200.3134059,68,429.5751966,46.7565979,50.322,20.96457977,,,
328,489,225.4371007,68,425.6025775,42.91736948,50.322,14.02334182,,,
329,449,158.561214,68,485.6466944,39.64954407,50.322,5.689504163,,,
330,514,201.0163041,68,485.5608944,44.77800673,50.322,20.33266786,,,
331,448,207.9258838,68,452.5825923,39.57142096,50.322,4.764923988,,,
332,538,174.8057614,68,444.4738691,54.99363744,50.322,28.43719369,,,
333,477,221.3044182,68,473.6905252,39.24324295,50.322,10.28371633,,,
334,468,185.4277846,68,494.5303593,40.40252999,50.322,10.63809157,,,
335,482,189.6302602,68,453.1134162,41.49893306,50.322,9.366264573,,,
336,506,190.0895901,68,473.3636899,43.06010576,50.322,10.5768991,,,
337,508,230.0719652,68,465.2766712,44.45219923,50.322,21.72032694,,,
338,519,208.1057814,68,457.4578827,50.03284519,50.322,21.46808075,,,
339,483,184.9085898,68,427.5431789,42.0421714,50.322,17.97818566,,,
340,497,225.7032275,68,474.7184971,41.50187466,50.322,15.44447503,,,
341,523,193.7444171,68,468.8132652,50.30193802,50.322,23.74254349,,,
342,521,228.7654964,68,505.0107094,47.24540241,50.322,18.74441429,,,
343,480,164.6743045,68,469.8324166,39.8532375,50.322,6.09804311,,,
344,488,231.9544931,68,476.8071558,41.4479448,50.322,10.39317293,,,
345,515,237.5297363,68,400.1050077,48.40144435,50.322,33.11362251,,,
346,516,211.3517206,68,485.9984806,45.9873596,50.322,24.35971745,,,
347,532,256.6969194,68,507.209929,52.95234755,50.322,26.46809134,,,
348,470,158.4359715,68,484.1126533,39.9254175,50.322,7.695460283,,,
349,513,192.4822692,68,435.6560868,44.19786013,50.322,21.09710402,,,
350,470,207.1207778,68,490.1431661,40.19851415,50.322,12.61691542,,,
351,531,166.2363208,68,483.9123178,49.62491202,50.322,26.9760138,,,
352,508,219.2726038,68,479.3395674,43.5317388,50.322,24.77602376,,,
353,450,207.4350933,68,446.7874882,39.88166149,50.322,16.24982898,,,
354,486,214.6766556,68,431.0227533,38.58940081,50.322,18.38720527,,,
355,525,180.5874786,68,485.100462,52.09451895,50.322,24.25294049,,,
356,506,190.083145,68,466.8622559,43.90295606,50.322,21.15870365,,,
357,530,191.699103,68,437.1933458,48.89554091,50.322,29.03159778,,,
358,507,196.9390492,68,460.5587157,44.31505303,50.322,16.00713716,,,
359,493,218.2155319,68,477.6926445,43.83876047,50.322,11.4336161,,,
360,515,174.1544352,68,460.1759377,46.43539528,50.322,22.349626,,,
361,495,197.1048059,64,331.3919971,49.35835373,50.322,28.25758718,,,
362,501,203.3539132,64,334.5116873,52.41940758,50.322,22.76445496,,,
363,465,198.1319965,64,572.8975779,38.59908739,50.322,23.3078523,,,
364,493,186.1080453,64,368.4837424,47.34536404,50.322,21.31499352,,,
365,477,232.2903836,64,513.9695259,42.95312163,50.322,12.19331275,,,
366,480,152.2555323,64,403.732944,43.5414646,50.322,22.47397389,,,
367,516,163.7698561,64,294.3110792,59.3382047,50.322,29.77422947,,,
