time_s,request_rate_rps,avg_service_time_ms,pool_size,p99_ms,cpu_usage_pct,heap_used_pct,queue_length,,,,
1220,1593,2199.907409,64,3148.531552,84.86815797,42.27402571,217.6826702,,,,
1221,980,2047.766224,72,3004.45405,87.30710174,40.27618653,179.5764193,,,,
1222,997,1801.970959,72,2847.036282,85.89590455,39.89193861,177.948995,,,,
1223,1032,1510.250963,72,2686.232402,83.47357682,38.2548283,178.4950338,,,,
1224,973,2347.854962,72,2802.733156,87.87570289,39.0641198,160.7628257,,,,
1225,997,1633.220589,72,2606.794649,87.78897004,38.81565849,165.8413776,,,,
1226,1017,1693.207063,72,2649.214058,88.16841019,40.24476907,162.429767,,,,
1227,1014,2147.144548,72,2911.082164,85.70911025,40.23245879,168.8638202,,,,
1228,988,1497.593492,72,2316.992482,83.73005709,39.60735979,149.9149171,,,,
1229,1028,2269.113688,72,2615.190122,87.89386256,40.22417321,169.4538567,,,,
1230,1593,2064.79499,72,2495.276517,87.04613301,41.59426329,195.6936937,,,,
1231,971,1900.771353,80,3050.92615,83.93952904,39.69690646,158.6432444,,,,
1232,974,2121.309425,80,3068.497003,83.72480128,39.54073815,148.9337009,,,,
1233,1026,1799.470248,80,2852.934903,86.26315288,39.83641842,146.8473741,,,,
1234,989,2619.453575,80,2574.505554,82.08062218,38.7711959,148.5804916,,,,
1235,1032,1872.233099,80,2685.714764,84.59657762,38.72734776,131.9702056,,,,
1236,1015,2182.882066,80,2780.823904,81.06416181,39.97798392,138.3186593,,,,
1237,1024,2171.521146,80,2591.027384,85.00480641,38.63926296,143.5378591,,,,
1238,992,1450.123396,80,2449.833195,79.32480983,40.92319711,127.12435,,,,
1239,983,2102.169887,80,2677.303332,84.0434774,39.64283436,139.4125464,,,,
1240,1590,2751.698381,80,2920.66967,86.67219491,42.83984509,191.3367963,,,,
1241,992,2362.287418,88,2914.690746,79.81895233,41.03676521,120.8291695,,,,
1242,1059,1816.115817,88,3002.202811,80.90187402,41.09756883,131.7438192,,,,
1243,1011,1703.507455,88,2673.084344,79.67618289,40.69635064,117.7248654,,,,
1244,956,2127.65718,88,2459.827223,79.80340902,39.21046606,106.4114542,,,,
1245,978,1948.613818,88,2236.822905,80.13432427,39.38062835,106.9819747,,,,
1246,1003,2129.965851,88,2796.302277,80.41423905,40.59092337,110.3233705,,,,
1247,964,1953.325635,88,2667.17218,80.6955817,41.33118346,106.0962472,,,,
1248,1004,2232.407239,88,2612.237745,78.29225442,40.36249425,106.5697926,,,,
1249,1004,2262.961267,88,2653.385437,78.60874053,39.99932478,104.5293179,,,,
1250,1542,1951.101606,88,2724.836681,89.27857237,42.45125234,143.5075149,,,,
1251,1011,2329.742364,96,2697.545011,74.20068999,40.13704372,98.82505277,,,,
1252,1011,2302.459652,96,3091.050763,76.59688865,40.50640596,88.63561599,,,,
1253,989,1915.179723,96,2646.426837,75.027103,40.52537849,92.98397504,,,,
1254,989,1837.340627,96,2392.094175,72.76960862,41.55145893,87.86226713,,,,
1255,1095,1592.46886,96,1959.482295,75.58398707,40.18818849,82.75587131,,,,
1256,1056,2219.362226,96,2491.566408,77.2322053,40.54408607,79.96133793,,,,
1257,1019,1935.908757,96,2471.705535,74.70533388,40.14189556,81.01634929,,,,
1258,1003,1953.427157,96,2392.660039,74.14440668,40.16253274,87.87739871,,,,
1259,996,2329.118287,96,2395.048513,78.68165519,41.0826226,78.74369241,,,,
1260,1569,2398.225053,96,2440.173868,84.25356711,42.22519677,123.5143506,,,,
1261,964,2522.645962,104,2645.311547,72.22808286,40.07844243,67.80326406,,,,
1262,936,2051.581823,104,2557.654109,71.97669897,40.95247679,69.81266244,,,,
1263,1017,1872.086681,104,2498.549211,73.44755044,41.74994929,72.9391242,,,,
1264,988,2435.384619,104,2535.509464,77.55188044,39.98605859,65.8888963,,,,
1265,1008,2437.848047,104,2600.736344,75.97452909,40.4955788,61.81254162,,,,
1266,1006,2263.936933,104,2438.361697,75.39252389,41.01295841,56.89561753,,,,
1267,1015,2028.719317,104,2322.498357,78.56462655,41.70518481,63.43429656,,,,
1268,983,2157.184899,104,2391.281752,76.04717341,42.37967438,58.41753799,,,,
1269,975,2174.535337,104,2405.237133,74.79310583,41.58750249,47.6584066,,,,
1270,1641,1888.688849,104,2618.639051,86.00927263,42.61160628,100.5025188,,,,
1271,979,1667.115559,112,2230.09674,75.51455571,41.54196029,59.74029323,,,,
1272,984,1758.629832,112,2266.251568,75.56729614,40.99203687,52.2682545,,,,
1273,963,1947.991892,112,2301.612578,74.15251882,41.34720553,55.10682702,,,,
1274,962,1535.488603,112,1971.76207,73.51462037,40.67314815,50.66351141,,,,
1275,1002,1688.318382,112,2092.293118,74.07997936,40.40812429,50.75766568,,,,
1276,964,2280.500534,112,2321.667076,72.14600064,40.68101612,37.75652058,,,,
1277,976,2237.16098,112,2326.496841,74.12994023,39.38828567,37.03792997,,,,
1278,952,2457.833171,112,2166.191385,73.13559266,40.50837531,32.42260618,,,,
1279,977,1800.885438,112,1976.381623,75.31294459,42.53698803,42.21779407,,,,
1280,1579,2136.572186,112,2127.83321,82.74252544,41.2271744,76.49500022,,,,
1281,1007,1967.048666,104,2652.337367,75.53535914,41.01312722,77.51050424,,,,
1282,997,1864.809129,104,2557.482444,75.94714468,42.04616679,79.90114257,,,,
1283,959,1648.326498,104,2390.8172,75.04567216,41.60275925,74.42759906,,,,
1284,1000,1662.483922,104,2189.403379,71.35385518,40.1377921,63.16471602,,,,
1285,1014,1938.143196,104,2497.843092,73.21041143,40.82678624,64.81793963,,,,
1286,1020,1728.765529,104,2216.94937,73.73576217,40.88184484,60.7931828,,,,
1287,1010,1693.574356,104,2114.896799,76.20802935,41.32868495,65.87319772,,,,
1288,952,1671.506796,104,2177.394337,72.49650011,39.9609451,67.31864318,,,,
1289,939,2144.374053,104,2479.947673,72.83647543,40.92702487,61.44668665,,,,
1290,1519,2240.543199,104,2515.991531,87.6954366,41.69870339,107.7198198,,,,
1291,964,1957.799067,112,2388.86128,73.97672757,41.35334712,50.71484727,,,,
1292,1029,1464.828508,112,2034.46467,74.13822204,40.34832584,59.64278461,,,,
1293,982,1719.182402,112,2347.407782,71.45369315,41.54809023,47.83976047,,,,
1294,1006,2206.397813,112,2248.15685,76.91786348,41.02010106,36.66313734,,,,
1295,1014,1716.308073,112,2152.8888,73.41377087,41.14882967,52.94720022,,,,
1296,1034,1505.720808,112,1909.97771,74.18313563,41.0055928,41.66678326,,,,
1297,975,1810.27643,112,2112.24683,75.32826373,40.3662288,46.71197641,,,,
1298,947,2287.101828,112,2318.254246,78.66907024,40.57320132,41.2509441,,,,
1299,1008,1847.805659,112,2106.27339,75.81230593,41.12220113,43.15935628,,,,
1300,1531,2434.690042,112,2314.072833,86.65435291,41.68234207,81.03873376,,,,
1301,980,2697.91133,104,2773.466269,75.43589293,40.36647729,80.76757171,,,,
1302,1025,2146.217384,104,2821.723306,75.22205289,41.52440711,59.88801212,,,,
1303,979,2041.790273,104,2533.55932,74.27746863,41.29739671,71.54965973,,,,
1304,1070,2071.661299,104,2467.507627,76.58354473,40.80622332,75.86550154,,,,
1305,984,1871.323195,104,2237.387341,76.89654599,39.59411927,70.62573087,,,,
1306,990,2255.786362,104,2211.21976,74.69500537,41.32083317,53.83881223,,,,
1307,998,1578.4683,104,2132.816445,73.26845084,41.37361789,65.8100384,,,,
1308,983,1925.787544,104,2392.306606,73.24726124,40.55865339,61.08241426,,,,
1309,978,2190.565882,104,2247.318541,74.50664553,42.10483059,54.75535198,,,,
1310,1612,2083.94324,104,2305.238012,85.83643663,42.43050034,103.1588562,,,,
1311,1029,2040.425505,100,2616.587463,74.76164397,41.5056734,88.0660128,,,,
1312,976,1678.767832,100,2331.987325,74.78018137,41.06380695,79.16828125,,,,
1313,1011,1846.597212,100,2498.347948,74.98576761,39.95928338,84.20780159,,,,
1314,968,1750.205947,100,2254.627832,73.64191649,41.14614297,72.20382464,,,,
1315,989,1646.951605,100,2174.086059,74.67887942,40.85642325,77.01699461,,,,
1316,1026,2406.885518,100,2467.589112,75.48146829,40.2058465,70.21424974,,,,
1317,996,2114.80108,100,2458.555067,77.04695759,40.76287721,71.66052602,,,,
1318,1054,2352.361342,100,2289.638426,76.84002467,40.32827391,68.31699503,,,,
1319,1045,1870.345246,100,2234.21332,77.02348356,41.49643853,81.25984108,,,,
1320,1617,1616.764727,100,2237.102825,85.53162259,42.19971211,115.7610701,,,,
1321,1010,1670.973455,108,2200.745849,74.14550278,40.98456035,74.00786086,,,,
1322,1011,2108.122854,108,2410.902002,72.8521638,40.96390736,60.13897786,,,,
1323,972,2129.355599,108,2549.197506,74.8076877,42.53692136,67.37365206,,,,
1324,1009,1895.832205,108,2423.442914,76.6768914,39.86878004,55.44166268,,,,
1325,975,1768.480444,108,2086.886583,73.36873854,41.57513675,53.48821467,,,,
1326,988,1710.354836,108,2100.711397,73.25717265,40.52582022,57.00910271,,,,
1327,992,1943.423048,108,2161.75481,73.35312207,41.55480245,48.76053495,,,,
1328,1022,1543.745252,108,2067.314839,74.6294297,41.07227799,51.2426753,,,,
1329,1032,1740.047832,108,2262.911098,76.47729771,42.31548206,57.08372728,,,,
1330,1652,2032.567599,108,2569.810438,85.69154456,41.87278817,97.20369732,,,,
1331,985,1833.226972,104,2460.398497,73.25357566,41.02137345,74.65459209,,,,
1332,1010,1998.62811,104,2520.584993,74.77701543,41.53775254,72.89385112,,,,
1333,973,1936.59779,104,2459.942596,74.21024993,40.59664096,81.31954782,,,,
1334,1015,1997.942711,104,2402.748999,75.74192331,40.3419101,70.16325319,,,,
1335,1025,2443.209453,104,2413.95325,72.43061143,40.2335369,58.58618525,,,,
1336,970,2364.241527,104,2555.208199,74.15734112,38.74591076,61.21510893,,,,
1337,1004,2123.613425,104,2279.517152,77.54936672,40.54523499,65.68305551,,,,
1338,1042,2059.419135,104,2423.522754,76.23490668,41.35941801,70.73795019,,,,
1339,997,1673.890251,104,2116.774562,75.98160757,40.18426951,67.32485856,,,,
1340,1533,2067.200049,104,2375.412553,85.49720344,43.22036778,101.9979102,,,,
1341,977,2187.13407,108,2594.838384,76.88861648,40.58454709,54.30702448,,,,
1342,1074,2150.278199,108,2744.71484,76.14793283,40.96760061,69.39555512,,,,
1343,1013,1858.781326,108,2326.910197,77.10109342,40.75895588,59.33695106,,,,
1344,984,2346.721535,108,2205.027091,72.12516452,40.75315976,48.20269314,,,,
1345,981,2293.773891,108,2345.391967,74.16032544,40.68551475,46.56353895,,,,
1346,1020,1996.915891,108,2435.896471,75.50417109,42.07992823,62.41678355,,,,
1347,996,1945.810927,108,2304.362805,74.4408908,39.7558131,61.92682146,,,,
1348,964,2105.986586,108,2411.889353,76.38278882,40.38232574,52.24580005,,,,
1349,978,1520.117826,108,1967.433444,72.54840522,41.05299612,46.61323328,,,,
1350,1555,1620.938314,108,2235.32801,85.66389032,41.76763256,86.3436875,,,,
1351,984,2258.898596,100,2543.327027,76.46223559,39.71157935,81.81691183,,,,
1352,969,2309.652673,100,2366.438557,75.26214842,41.16534768,76.75114842,,,,
1353,1004,2303.761144,100,2845.230767,79.46400684,40.97962687,76.35090132,,,,
1354,1018,1999.724016,100,2404.324369,77.56015559,39.79963025,85.36896934,,,,
1355,993,1923.918446,100,2229.248478,75.96378114,41.55079335,75.66875535,,,,
1356,951,1946.154436,100,2372.756566,76.3187548,42.10447895,75.70525776,,,,
1357,1021,2206.327,100,2522.51503,75.64950623,40.73413817,70.97518387,,,,
1358,1036,2123.55615,100,2376.926362,77.09013918,40.93874401,65.05716481,,,,
1359,1027,2761.207412,100,2539.35049,74.84057824,40.2548008,88.27352292,,,,
1360,1577,1897.965196,100,2351.119945,85.09575482,40.8220313,116.2746334,,,,
1361,1034,2393.001756,106,2717.543633,77.10843699,41.30358534,66.45978153,,,,
1362,1022,2284.979944,106,2950.104027,77.09364446,41.89058726,63.54733,,,,
1363,1039,1905.843869,106,2610.594647,77.12955907,41.52838345,69.0999834,,,,
1364,986,2016.349941,106,2502.0845,75.13356258,40.7475386,63.87115224,,,,
1365,968,1300.774496,106,2138.699022,72.43996679,41.02757727,55.96221949,,,,
1366,941,2239.827101,106,2318.932994,73.2621647,39.19562081,42.86098346,,,,
1367,1053,1609.892383,106,2098.035353,75.03375482,40.92733158,63.12766621,,,,
1368,961,2014.9465,106,2051.531397,74.11284523,41.14512679,54.70482513,,,,
1369,1009,1477.984269,106,1915.808749,75.6430715,41.55214683,64.49527217,,,,
1370,1538,2046.21837,106,2457.982015,83.5788785,41.28249948,94.70835279,,,,
1371,944,1999.080249,112,2579.709866,73.26931169,41.12506749,56.59441892,,,,
1372,1016,1560.377281,112,2165.615639,72.7947425,41.09820722,59.55453133,,,,
1373,1040,1908.421305,112,2498.3279,73.70578815,39.86010564,59.97652611,,,,
1374,1062,1246.221195,112,2016.346464,72.07696333,40.71355917,47.98039597,,,,
1375,999,2172.852089,112,2162.733885,76.15788658,40.56994062,40.52136371,,,,
1376,934,2648.684533,112,2456.994836,76.16718519,41.05232239,45.02444939,,,,
1377,1022,1446.978323,112,1891.670761,73.62252393,41.02104185,49.53002146,,,,
1378,961,1718.610278,112,2147.85205,71.65417212,41.25176364,42.65600934,,,,
1379,969,1749.436433,112,2099.689857,73.16499411,41.93712067,32.61239298,,,,
1380,1606,1682.707806,112,1955.202042,84.33068484,41.26259794,77.1244767,,,,
1381,1014,2054.722696,104,2755.804442,76.26669913,41.93502413,77.5926365,,,,
1382,1005,1892.224806,104,2891.5577,72.39076297,40.70210233,81.97201885,,,,
1383,1025,2348.317541,104,2753.663123,75.89535679,40.00898805,66.467934,,,,
1384,1053,2115.53472,104,2674.749126,75.77676974,42.4050719,67.64596208,,,,
1385,1058,2095.583232,104,2498.281219,75.24335196,41.10323539,73.14685546,,,,
1386,954,1966.096436,104,2257.554761,74.35153101,40.61935122,58.87522811,,,,
1387,986,2366.783122,104,2550.940136,76.16872473,40.05893121,60.98782482,,,,
1388,1029,2024.185488,104,2579.256978,76.12561717,41.83071414,68.65634916,,,,
1389,962,2073.103728,104,2397.656357,76.95449403,40.24350592,57.90132987,,,,
1390,1583,1631.633237,104,2354.712029,86.70238876,42.17573997,96.20024664,,,,
1391,979,1564.821756,112,1984.541311,71.4712368,41.64974627,56.57188997,,,,
1392,978,2332.230041,112,2555.400148,71.42909232,40.76458013,52.6205736,,,,
1393,1025,2697.650805,112,2765.474315,73.58371724,41.03042745,48.24430641,,,,
1394,961,2045.122095,112,2404.122104,69.73188762,41.74593141,41.93182646,,,,
1395,1016,2059.505009,112,2265.109711,74.26201022,41.5049818,50.956688,,,,
1396,1014,1503.440423,112,1920.907947,72.89939562,40.3578929,43.67243539,,,,
1397,994,2089.821499,112,2062.078058,77.42938359,42.28104731,47.1252309,,,,
1398,1002,1940.770988,112,2242.700155,73.11910695,41.04541802,43.60227446,,,,
1399,965,2015.453247,112,2449.176274,73.66708945,41.25883074,51.96018412,,,,
1400,1695,1654.596665,112,2108.76553,84.38472521,41.85195353,72.12016529,,,,
1401,987,1915.631324,104,2813.154021,73.96741252,40.52519003,80.80948563,,,,
1402,1047,1873.602542,104,2800.921869,76.51772397,41.21139036,75.42520638,,,,
1403,1054,1548.682937,104,2359.537183,76.57206255,41.07698321,78.03071501,,,,
1404,956,1924.548113,104,2292.522806,74.87057363,41.70919563,72.82940957,,,,
1405,986,1885.075694,104,2236.134665,75.1034382,41.94754892,67.61790225,,,,
1406,1043,2105.916643,104,2279.64663,75.58873546,41.38963546,64.08053333,,,,
1407,978,2240.277654,104,2418.401623,75.31369472,40.69353226,53.18016953,,,,
1408,952,1657.19633,104,2246.081073,75.64300622,41.13395469,66.49531721,,,,
1409,1006,1883.152128,104,2286.358196,75.03155637,41.47351611,64.48355297,,,,
1410,1531,1753.39167,104,2317.184774,85.98451212,41.83716187,103.3882284,,,,
1411,942,2402.898384,108,2506.673681,71.65810477,41.07137446,60.69566955,,,,
1412,985,1567.859309,108,2280.483166,75.18450231,41.65323559,63.82369593,,,,
1413,968,2128.443245,108,2292.596884,75.26491014,41.92927882,61.91629442,,,,
1414,1073,2448.005846,108,2165.360432,74.98616986,41.44434244,51.66029091,,,,
1415,1013,2314.464629,108,2489.785655,73.74808592,41.07520868,44.86532974,,,,
1416,1019,2133.439947,108,2271.555947,76.05516995,41.86615359,52.07856169,,,,
1417,998,2548.92566,108,2205.034522,74.26776331,41.08753256,55.75441222,,,,
1418,984,2680.811278,108,2447.772451,74.22671447,41.17931057,49.82070168,,,,
1419,1015,2186.426183,108,2368.551973,76.80108419,40.07155359,46.19559774,,,,
1420,1573,2208.622034,108,2467.385232,87.27763468,42.71164488,102.367342,,,,
1421,969,2137.921722,100,2718.547571,75.32097577,41.21697458,82.67929643,,,,
1422,1012,2095.698017,100,2713.070482,74.55049833,39.49287789,85.19808187,,,,
1423,949,2691.144651,100,2867.662898,75.7425127,41.01756296,86.06102041,,,,
1424,986,1889.897507,100,2196.877948,74.99663805,41.32452523,80.4504361,,,,
1425,1007,2176.648916,100,2473.94382,77.28644344,41.09881649,69.84112424,,,,
1426,999,1371.82291,100,2097.035941,73.90973993,40.36548651,75.77493341,,,,
1427,1025,2341.124311,100,2440.680335,76.3134196,40.83395922,70.14069419,,,,
1428,998,2081.598795,100,2389.466559,75.62790378,41.89731851,72.84594306,,,,
1429,1066,2086.985715,100,2513.807827,80.15699771,41.62878418,84.54763387,,,,
1430,1626,1786.697881,100,2249.422226,88.5708878,41.94078259,114.3650126,,,,
1431,937,2223.029884,108,2388.71362,75.23818327,40.67389215,58.55120669,,,,
1432,1009,2128.131885,108,2625.20633,76.51313537,41.26623901,64.32672106,,,,
1433,1060,2009.262274,108,2594.991948,77.24417831,42.07281062,67.28683952,,,,
1434,1004,1626.102309,108,2028.399801,72.52968411,41.51636102,61.94142558,,,,
1435,980,2287.465943,108,2320.143466,74.82327002,40.24931513,48.36622806,,,,
1436,1023,2099.317547,108,2308.059126,72.63681034,40.9189373,63.34064341,,,,
1437,947,1655.382138,108,1947.090485,72.80368536,40.70063443,45.34918182,,,,
1438,1020,1923.889841,108,2266.41639,72.67050471,41.17574574,47.41048367,,,,
1439,1009,2302.157989,108,2110.193005,73.31320121,39.75697808,49.19460421,,,,
1440,1589,2556.269783,108,2497.859012,84.55021851,42.09216353,101.4753058,,,,
1441,1001,2017.614421,104,2534.985253,75.23871323,41.95870132,80.75209791,,,,
1442,1067,1833.843496,104,2404.403528,74.64860198,41.22615981,82.59698436,,,,
1443,988,2237.347697,104,2567.007218,73.07728225,40.65174429,61.41706912,,,,
1444,1002,2408.603547,104,2272.685007,75.54486986,39.99814752,55.48029959,,,,
1445,980,1876.420307,104,2187.263836,74.57558743,42.38092536,62.02829621,,,,
1446,985,1785.313327,104,2249.199186,73.3214384,40.7963193,61.10268827,,,,
1447,964,2245.188931,104,2551.201417,73.05141485,40.94924618,47.38711027,,,,
1448,1000,2091.442368,104,2206.061053,77.53029807,41.17962341,62.45713593,,,,
1449,1029,2474.936075,104,2464.243636,76.65037109,41.20769711,64.9799733,,,,
1450,1634,1347.427701,104,2353.955079,86.13269063,41.85932457,88.67486384,,,,
1451,907,1790.040843,110,2473.375388,74.27792439,41.6031775,60.35566892,,,,
1452,916,2026.428159,110,2360.679366,71.08542013,40.90078236,54.8342968,,,,
1453,1000,1648.721582,110,2289.842228,76.39101796,41.88731349,60.2965037,,,,
1454,1005,1547.348861,110,1846.118884,73.94307033,41.44345499,49.11144059,,,,
1455,1016,2408.413806,110,2196.37107,75.90001783,40.51366163,42.75293593,,,,
1456,983,1802.623828,110,2209.704868,74.95107756,40.97655474,41.93192336,,,,
1457,1008,2001.123185,110,2356.739049,75.61309724,41.36905658,47.88869862,,,,
1458,983,2098.451007,110,2238.347172,74.55517288,40.96414961,44.44532295,,,,
1459,1018,1654.036195,110,2030.288711,74.35531948,42.00085808,51.45697338,,,,
1460,1549,1744.794169,110,2090.393553,85.17272329,40.65406144,88.37229911,,,,
1461,1046,1861.373755,104,2515.881134,72.7793542,41.86683495,73.22683694,,,,
1462,1038,2050.158511,104,2572.051833,75.26206199,41.26761941,78.82518632,,,,
1463,1001,1931.583476,104,2612.87259,75.3730704,41.4078201,72.99330157,,,,
1464,996,2087.051389,104,2424.775221,73.54634716,40.61171496,66.89349012,,,,
1465,980,1737.005553,104,2289.534048,75.16814015,41.29441319,65.4953488,,,,
1466,1055,2374.104189,104,2324.480556,76.31102969,41.38531933,63.7475879,,,,
1467,970,2564.152139,104,2303.619707,75.07587512,39.99495099,61.28362452,,,,
1468,1004,1659.693309,104,2162.51777,74.78039689,40.81240663,73.70368102,,,,
1469,994,2387.073684,104,2408.568108,74.35569766,41.09853586,57.47676231,,,,
1470,1550,2359.61268,104,2555.314656,87.93454545,42.67302284,114.0436271,,,,
1471,1110,2528.153144,108,2616.588955,76.35676963,41.19306366,63.08362753,,,,
1472,943,1936.1768,108,2654.266148,72.63918001,41.30903636,74.60495429,,,,
1473,1018,2322.98027,108,2611.821902,75.26970565,39.84720901,53.17144778,,,,
1474,941,1968.949748,108,2507.124917,75.25621997,41.40409987,51.95811472,,,,
1475,1002,2200.101462,108,2528.727018,75.39670347,40.57566423,51.436941,,,,
1476,1043,1619.40524,108,2124.779906,76.08108903,41.18716998,55.33572682,,,,
1477,1001,1907.443169,108,2460.455323,75.87560313,40.33998378,52.93565187,,,,
1478,1000,2144.411091,108,2455.576291,76.49835353,41.66981467,47.81041985,,,,
1479,1015,2136.044492,108,2372.243077,77.41784658,41.24553711,56.11170931,,,,
1480,1601,1900.034317,108,2171.142159,85.0946848,41.66627758,87.80476876,,,,
1481,981,2040.684611,100,2576.95413,76.1343479,41.24107939,88.36366626,,,,
1482,1011,1652.914075,100,2280.234509,72.1535673,40.19265551,87.8032756,,,,
1483,1039,2433.600751,100,2889.283937,76.19754735,42.39665158,82.66272297,,,,
1484,1015,1943.389525,100,2353.91573,76.10997436,41.75165958,83.29028919,,,,
1485,963,2315.004373,100,2528.890381,76.63819087,39.33861761,71.38719955,,,,
1486,948,2274.013346,100,2481.042586,74.86805417,39.62249517,70.01362675,,,,
1487,1056,2034.087734,100,2656.420553,77.89512207,40.49248904,79.93418399,,,,
1488,1006,1339.526743,100,2150.780958,75.86728545,41.4093122,75.7353795,,,,
1489,944,1784.834631,100,2181.598145,73.67375743,40.94654913,73.57932372,,,,
1490,1580,2447.081562,100,2402.304026,86.52468519,42.37089893,125.0776956,,,,
1491,977,2173.900602,106,2619.723194,74.20958111,41.25424976,70.82985138,,,,
1492,918,2855.320371,106,2562.868482,75.1448757,41.06133334,63.93431755,,,,
1493,1043,2108.057988,106,2542.348301,75.53230913,42.0077255,72.50809459,,,,
1494,1017,1408.932609,106,2057.299403,76.77789634,41.59245,62.2912931,,,,
1495,984,2413.324123,106,2419.872133,76.0238905,40.39706094,55.63679619,,,,
1496,1018,2183.536424,106,2466.341539,74.6931488,40.9289739,60.10732855,,,,
1497,996,2197.713579,106,2461.137616,74.09716063,40.86384872,61.38072364,,,,
1498,1024,1701.39393,106,1984.218806,75.8569917,40.46549051,57.72848137,,,,
1499,1011,1880.101621,106,2354.304391,76.23149299,41.11431586,58.08870699,,,,
1500,1578,1892.612026,106,2454.115002,87.51164105,40.49988981,99.32936042,,,,
1501,994,1930.652037,112,2481.417797,71.9297033,40.94795232,62.02527309,,,,
1502,1005,2363.419826,112,2655.622349,74.97843359,40.5196184,46.49036717,,,,
1503,1005,2307.96729,112,2510.070688,73.73044786,41.8794688,45.71475379,,,,
1504,1060,2345.675084,112,2303.891272,76.53751882,40.24729964,45.59347719,,,,
1505,995,1324.84077,112,1967.845998,74.6288512,41.81804344,48.228693,,,,
1506,1035,2311.132889,112,2144.618587,76.44103658,41.32282575,35.06926571,,,,
1507,1019,2212.272798,112,2291.225666,74.52540373,41.33680718,32.89989366,,,,
1508,1016,2279.371302,112,2328.923547,72.10931007,41.86835793,41.74532963,,,,
1509,971,2328.129471,112,2461.385751,71.16608405,40.66341264,44.2865045,,,,
1510,1610,2030.774505,112,2297.040848,84.77858639,41.44752435,85.67014809,,,,
1511,1038,2003.784048,104,2582.836465,75.73103539,40.9346789,89.94018856,,,,
1512,959,2014.195243,104,2751.702888,74.34514457,41.5834101,75.18471657,,,,
1513,1020,1884.842562,104,2576.966094,75.92563112,40.58270713,71.34083913,,,,
1514,990,1987.869801,104,2511.157144,72.93048234,41.47641196,70.2421053,,,,
1515,992,1701.037548,104,2132.585452,74.70531944,40.45001729,58.57604543,,,,
1516,1021,1909.185347,104,2304.108711,76.75697177,41.34332062,62.97137907,,,,
1517,1000,2073.118585,104,2389.403374,74.36692412,41.36738878,70.52951622,,,,
1518,1017,1927.247003,104,2388.193801,74.4072896,40.57268658,72.94426043,,,,
1519,1054,2206.355845,104,2097.037355,77.6247128,40.24586363,59.41355067,,,,
1520,1612,2202.456062,104,2562.036883,86.07641758,42.15382668,108.6458464,,,,
1521,1004,1993.170354,112,2357.134136,72.76939167,40.74084615,73.3282412,,,,
1522,1002,1703.963833,112,2525.226502,74.49346782,40.72343338,54.04464861,,,,
1523,954,2399.301272,112,2286.78719,72.91141127,39.63313118,43.15541002,,,,
1524,1000,1501.623175,112,2045.709275,71.02146301,40.54230748,42.12363666,,,,
1525,954,2204.297553,112,2043.858932,74.55505529,40.19970331,36.88365176,,,,
1526,1035,1782.581182,112,2240.268294,77.02481493,40.72962355,48.02812637,,,,
1527,927,1500.688868,112,1927.197858,73.66068472,40.21454687,35.11898892,,,,
1528,998,2704.654247,112,2138.990594,74.39263232,40.97705017,48.59710082,,,,
1529,1019,1894.806525,112,2197.193317,74.50562863,41.66952332,42.169924,,,,
1530,1566,2271.312257,112,2313.419185,86.13164519,42.06705581,83.32005244,,,,
1531,963,2292.232748,104,2693.928393,72.96227739,40.72327967,67.26448594,,,,
1532,1045,2232.045712,104,2593.82831,75.73521944,40.89827861,67.11420365,,,,
1533,1044,1922.237772,104,2353.908599,75.74192111,40.37865494,79.32398846,,,,
1534,984,1754.845568,104,2170.46164,77.19624869,41.31626375,64.92320771,,,,
1535,956,1694.948018,104,2163.295426,74.23410383,41.19935804,64.17893079,,,,
1536,1040,2430.743921,104,2424.982386,75.48618943,40.54671482,66.03324684,,,,
1537,986,1237.177273,104,1754.571161,73.52425818,40.50649048,69.51388818,,,,
1538,980,2215.725681,104,2220.220457,75.67695444,41.3504032,50.77633648,,,,
1539,1000,2127.085267,104,2434.427093,75.19977242,40.885821,63.4341665,,,,
1540,1614,1879.791394,104,2273.579177,85.37975228,42.23563414,103.7623007,,,,
1541,1020,1767.912727,100,2450.422815,74.50446577,41.05045294,80.1688398,,,,
1542,1049,1939.74994,100,2916.01525,78.53166667,41.68501099,87.17484034,,,,
1543,1039,1529.416273,100,2322.466008,77.1911449,41.89878277,91.69169589,,,,
1544,1035,2267.0281,100,2562.244774,75.66324364,40.24636602,74.18763104,,,,
1545,1025,1891.63328,100,2526.222434,77.85029113,41.61940075,81.80799984,,,,
1546,982,2356.814342,100,2360.55427,76.68255559,41.13482379,78.68148126,,,,
1547,983,2357.54704,100,2249.203142,75.15290965,41.25270052,72.30443104,,,,
1548,1033,2115.994995,100,2287.989847,77.63914986,40.56839129,79.86105309,,,,
1549,1024,2069.459898,100,2448.504089,77.5421304,39.63534359,69.20536707,,,,
1550,1633,2025.715354,100,2217.869555,85.1006818,42.38446207,121.1656053,,,,
1551,991,1956.420509,108,2705.300937,72.98617322,41.68142117,73.91362818,,,,
1552,1053,2146.666804,108,2586.748414,76.57589842,40.72019753,69.55312691,,,,
1553,990,1969.088126,108,2764.199069,76.49885559,41.80457091,65.65784471,,,,
1554,1027,2114.4082,108,2339.036235,75.47228772,41.35791381,57.76795292,,,,
